Comment,Author,Published At,Published Year,Sentiment Type
"IN ADDITION TO THESE CONTINENTS, THERE ARE MANY OTHER LANDS AND PLANETS. SUCH AS THE MOON, THE SUN, JUPITER, MARS AND SO ON, ADAMS HAVE INHABITED THESE PLANETS ALSO. SOME OF THESE HAVE BEEN DESTROYED. IN SOME INSTANCES BY STOPPING THE SUPPLY OF OXYGEN AND IN OTHER CASES BY THE TOTAL DESTRUCTION OF THE LAND.<br>THERE IS STILL HUMAN LIFE ON MARS AND THERE IS A FIERY LIFE FORM INHABITING THE SUN.<br>OUR SCIENTISTS HAVE YET BEEN UNABLE TO REACH MARS WHEREAS THE INHABITANTS OF MARS HAVE VISITED THE EARTH ON NUMEROUS OCCASIONS AND HAVE TAKEN PEOPLE BACK WITH THEM FOR EXPERIMENTATION. THEY ARE SCIENTIFICALLY MORE ADVANCED AND THEIR INVENTIONS ARE SUPERIOR TO OURS. EVEN IF OUR SATELLITES AND SCIENTISTS REACH MARS THEY WILL BE UNABLE TO ESCAPE ONCE THEY ARE CAPTURED BY THE MARTIANS.<br>THERE WAS ONE ADAM WHO WAS ABUNDANTLY ENDOWED WITH KNOWLEDGE BY GOD. THE DESCENDANTS OF THIS ADAM ON THE BASIS OF THEIR KNOWLEDGE, WERE ABLE TO TRAVEL TO AND REACH THE REALM WHERE GOD COMMUNICATES WITH THE ANGELS AND GIVES THEM VARIOUS TASKS IN THE FORM OF COMMANDMENTS. IN OTHER WORDS WHATEVER COMMAND GOD GAVE TO<br>THE ANGELS, THESE PEOPLE WERE ABLE TO HEAR THEM. ONE DAY THE ANGELS SAID TO GOD, THAT THESE PEOPLE HAD STARTED TO INTERFERE WITH THE AFFAIRS OF THE ANGELS. FURTHER THAT WHEN THE ANGELS CAME DOWN INTO THE WORLD THESE PEOPLE WOULD ALREADY HAVE FOUND AN ALTERNATIVE SOLUTION TO THE TASK OF THE ANGELS.<br>GOD THEN COMMANDED THE ARCHANGEL GABRIEL TO GO AND TO TEST THESE PEOPLE. A TWELVE YEAR OLD BOY, WAS HERDING SOME SHEEP WHEN GABRIEL APPROACHED HIM AND SAID, “DO YOU POSSESS ANY KNOWLEDGE?” THE BOY REPLIED, “ASK ME?” GABRIEL THEN ASKED THE BOY TO TELL HIM WHERE GABRIEL WAS AT THAT TIME. THE BOY CLOSED HIS EYES AND THEN SAID THAT HE (GABRIEL) IS NOT IN THE SKIES. GABRIEL THEN ASKED, “WHERE IS HE?” THE BOY THEN SAID THAT HE (GABRIEL) IS NOT ON ANY LAND EITHER. GABRIEL ASKED, “THEN WHERE IS HE?” THE BOY OPENED HIS EYES AND SAID THAT “I HAVE LOOKED IN THE FOURTEEN REALMS AND HE IS NOWHERE TO BE FOUND, EITHER I AM GABRIEL OR YOU ARE GABRIEL.”<br>THEN GOD SAID TO THE ANGELS THAT THIS NATION BE DESTROYED BY THE FLOODS. THE PEOPLE HEARD THIS COMMAND AND STARTED TO MAKE HOMES MADE OF METAL AND GLASS. THEN THIS NATION WAS DESTROYED BY AN EARTHQUAKE. AT THAT TIME, THE REGION WAS KNOWN AS KAALDA. IT IS NOW KNOWN AS GREECE.<br>THOSE PEOPLE WITH THEIR KNOWLEDGE AND NOW OUR SCIENTISTS WITH THEIR SCIENTIFIC KNOWLEDGE, ARE INTERFERING WITH GOD’S AFFAIRS. IN ORDER TO INSTILL FEAR INTO THEM, DISASTER ON A SMALL SCALE HAS BEEN INSTIGATED AND FOR THE COMPLETE DESTRUCTION AN ASTEROID HAS BEEN SENT TOWARDS THE EARTH WHICH IS EXPECTED TO HIT THE EARTH IN ABOUT TWENTY TO TWENTY FIVE YEARS AND WHEN IT DOES, THAT WILL BE THE LAST DAY OF THE EARTH. A PART OF THAT ASTEROID HAS FALLEN ON JUPITER IN THE LAST TWO YEARS, EVEN THE SCIENTISTS ARE AWARE OF THIS.<br>THEY ARE THEREFORE WISHING TO MOVE TO THE MOON OR SOME OTHER PLANET AND THERE HAVE EVEN BEEN PLOT BOOKINGS ON THE MOON FOR THIS PURPOSE WHEN THEY KNOW THAT LIFE CANNOT BE SUPPORTED ON THE MOON AS THERE IS NO OXYGEN, WATER OR VEGETATION. THEN WHAT IS THE PURPOSE OF ALL THE FRENZIED EFFORT? AS FAR AS RESEARCH IS CONCERNED, WHAT BENEFIT HAS HUMANITY DERIVED BY REACHING THE MOON OR JUPITER? HAS ANY MEDICINE OR PRESCRIPTION BEEN DISCOVERED TO FACILITATE IMMORTALITY OR HAS A “CURE” BEEN FOUND TO PREVENT DEATH?<br>EVEN IF WE REACHED THE INHABITANTS OF MARS, THE DIFFERENCE IN OUR ATMOSPHERE AND THEIRS WOULD MAKE LIVING ON MARS VERY DIFFICULT.<br>ALL THE MONEY THAT IS BEING SPENT IN THIS REGARD IS GOING TO WASTE AND IF THE UNITED STATES AND RUSSIA WERE TO SPEND THAT MONEY ON THE POOR, THEN EVERYBODY WOULD BE BETTER OFF. THE DIFFERENCES BETWEEN HUMAN BEINGS HAVE LED TO THE CREATION OF ATOMIC BOMBS , IN ORDER TO DESTROY ONE ANOTHER, WHEN THE WORLD WILL BE DESTROYED WITHOUT THE BOMBS ANYWAY.",@spirtualism6692,2024-01-03T19:45:37Z,2024,Positive
101❤❤,@top_videos1913,2024-01-03T08:29:57Z,2024,Neutral
Rt,@salamatmansuri6049,2024-01-01T17:52:16Z,2024,Neutral
Khate keya the ye,@Ansarikadir_al,2024-01-01T17:49:11Z,2024,Neutral
Sir Half million bhi rah jay to bahut hai,@user-fz5wz5yz7i,2024-01-01T17:35:31Z,2024,Negative
27 me to duniya hi khatam hai 😂,@technicalarsaleen2420,2024-01-01T16:20:05Z,2024,Neutral
I million se pehle,@kartikjha391,2024-01-01T15:04:56Z,2024,Neutral
I like your all videos broo you know why because tumara video me ye bakwas dharam ka charcha Nahi hai,@azarajju519,2023-12-31T17:02:24Z,2023,Neutral
According to hadith There were only great forefathers of lizard before Adam.. the shaitan Convinced lizards to spy for him against Adam&#39;s child&#39;s ( humans) as he said that cause of Adam the Supreme God destroyed your forefathers .,@youthcongressrajasthan391,2023-12-31T01:52:24Z,2023,Positive
Mast.....c banavtoy,@RajeshTalekar-pl8my,2023-12-31T01:31:26Z,2023,Neutral
2026 me duniya khatam h bhai 😂,@RoCkStAr-we4yr,2023-12-30T20:30:28Z,2023,Neutral
2029 sal ke liye kuch bol payoge,@RajuSk-qz9pq,2023-12-30T17:07:00Z,2023,Neutral
Very Good 🎉,@abhaydeshmukh2021,2023-12-30T07:26:51Z,2023,Positive
"Sir satyug ,dwapar yug,treta yug ke baare mein bhi ek vide bana do",@ilmi264,2023-12-30T06:47:22Z,2023,Neutral
Bhai driveron ke liye galat Kanoon aaya  hai uske bare mein ve video bnao please bhai agar Je Kanoon pas hu gia tu ham driver mare jaenge please bhai,@user-ye6jz5td3y,2023-12-29T17:15:19Z,2023,Neutral
Mujhe vote mai .. mai idea 💡 dunga😅like politician,@insidevlog,2023-12-29T16:17:41Z,2023,Neutral
My don ur presentation is awesome ❤,@Addy-sc6iw,2023-12-29T14:10:30Z,2023,Positive
Ab human sab ki bari hai..<br>Bahut raj kr liye dharti pr😅,@sonujack856,2023-12-29T13:56:32Z,2023,Neutral
"<a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=1381"">23:01</a>",@giridharvaidya3647,2023-12-29T08:55:26Z,2023,Neutral
That time  how can  survive carnivores dianosoures  <br><br>Because that time only dianosoures  survive  so how can carnivores,@user-lv2vh7mh4f,2023-12-29T05:17:38Z,2023,Neutral
Very good information brother,@qaisermehmood8010,2023-12-29T02:32:27Z,2023,Positive
Insan kuch salo bad Earth ko he sell order lagake bech denge,@blast1994,2023-12-28T16:39:46Z,2023,Negative
Darwin theory is just a theory not fact🥱,@therightpath8851,2023-12-28T15:24:05Z,2023,Neutral
No,@user-sh5xi5vw3o,2023-12-28T14:16:27Z,2023,Neutral
"<a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=960"">16:00</a>, Dinosaurs became sparrows, now why can&#39;t sparrows become dinosaurs😅🌱",@mudasirali6709,2023-12-28T08:09:48Z,2023,Neutral
Great work,@sweet_life_soul,2023-12-27T22:18:42Z,2023,Positive
Your video should 5 hour time table  . 😊,@microangelo97,2023-12-27T16:12:47Z,2023,Neutral
we will become extinct by the next hundred years if we don&#39;t take care of our planet. Let us all intelligent and educated people here make sure we beat the dinosaur&#39;s record on earth. 😁👍,@ryugaandavyk,2023-12-27T13:49:44Z,2023,Negative
लोहे का,@aayushikumari3833,2023-12-27T07:22:16Z,2023,Neutral
विलुप्त होने,@aayushikumari3833,2023-12-27T07:13:37Z,2023,Neutral
Dhruv you are great,@nehaltanvir4252,2023-12-26T17:05:18Z,2023,Positive
😮,@Romee-qe1ml,2023-12-26T12:37:29Z,2023,Neutral
Allah ki qudrat,@user-hh7xv4kx5f,2023-12-26T05:33:24Z,2023,Neutral
Dhruv rather &gt;&gt;&gt;&gt; respect,@user-bp5mq8mx8g,2023-12-25T16:39:06Z,2023,Neutral
"This is not truth the holy Bible says the truth,,,,,,Jehova god,, created heaven and earth all leaving creature in sky and on earth and human being 6 day he created all things 7 day jehova god blessed the and completed all work and he take rest on 7 day..in holy Bible/ genises chapter 1:1,31we find the truth of jehova god the creator of heaven and earth",@user-qu5cy9wd8k,2023-12-25T15:39:52Z,2023,Neutral
Bhai kaha sy soch lety ho itny awla level k topics,@rabiyanasir3793,2023-12-25T13:19:52Z,2023,Neutral
To Bhai GOD ka Janam kab hua ???,@oh.my.ani.,2023-12-25T02:51:53Z,2023,Neutral
Nice work,@shakeelahmed17823,2023-12-24T19:02:43Z,2023,Positive
Fact: no one knows the original color of dinosaurs.,@mrsial9604,2023-12-24T14:00:48Z,2023,Positive
Dinasour ne khud ko devlop kyu nahi kiya,@Abdullaomar-fb1ze,2023-12-24T10:47:15Z,2023,Neutral
24 12 2023    🕒,@anshukumarkumar6893,2023-12-24T09:28:04Z,2023,Neutral
A real content creator ❤,@WildLife-withtariq,2023-12-23T21:28:57Z,2023,Positive
100% again astroid will come the final one,@maleeraza,2023-12-23T20:26:43Z,2023,Neutral
Aap toh the ne ...,@vikashmishra1085,2023-12-23T18:34:59Z,2023,Neutral
Bhai tum kaha se ho .... Reply karna .<br><br>Personal,@vikashmishra1085,2023-12-23T18:11:18Z,2023,Neutral
Daynasor se Kam hi rahenge insan daynasor gadi me ni ghumte the😂😂,@dilprathod7773,2023-12-23T18:01:25Z,2023,Neutral
2024. Well come too video 🎉,@user-wt6nr8wy7g,2023-12-22T19:12:39Z,2023,Neutral
Make video about Feku Vivek Bindra,@mukulalam9141,2023-12-21T08:42:01Z,2023,Neutral
Subhanallah ❤️,@murtazasimari8850,2023-12-21T05:09:00Z,2023,Neutral
Dhruv sir you have littlbit less knowledge about botany.<br>Gymnosperms are those plants which r still surviving since Jurassic period,@amiteshraj7342,2023-12-20T23:46:28Z,2023,Negative
No they will not beat,@jayashreegade9219,2023-12-20T14:26:06Z,2023,Neutral
Bhi thoda sal ko thoda sahi tarike se samja sena .. million ase samaj nahi ata..,@padvibhavesh,2023-12-20T13:43:49Z,2023,Neutral
No words ❤️❤️❤️❤️,@aadeemalik8380,2023-12-19T21:51:22Z,2023,Neutral
yep the lesson is clear that we all should try to save plants and species of animals.,@wakeupnews468,2023-12-19T21:39:39Z,2023,Positive
NICE      VIDEO     BRO         👍,@user-oy6ti4sh6x,2023-12-18T21:09:16Z,2023,Positive
its depend on Allah,@airahammad,2023-12-18T15:09:18Z,2023,Neutral
Cameraman never dies😂❤,@Muhammeddd.L,2023-12-18T10:59:36Z,2023,Neutral
❤❤❤❤,@rajmukhiya7194,2023-12-17T13:38:05Z,2023,Neutral
Dhruv&#39;s laugh after chicken n terax 😂😂😂😂,@tajamulislam3567,2023-12-17T09:32:23Z,2023,Negative
Wow 😲🎉🎉🎉,@WajdanKhan-oy6ds,2023-12-17T06:13:09Z,2023,Positive
💀,@XO10_10,2023-12-16T18:45:05Z,2023,Neutral
Everything will be destroyed on the day of judgement,@ahmy65,2023-12-16T13:52:16Z,2023,Neutral
Sal mein 365 din hote Hain usmein 45 din Puri duniya mein lockdown hona chahie,@ravithakran5958,2023-12-16T13:37:16Z,2023,Neutral
Aise astornod por Ak movie bhi bna hai <br>TIK TIK TIK ❤❤❤,@naturemeditation641,2023-12-16T07:35:50Z,2023,Neutral
"We have already lost many things; an example of this can be seen in the fact that 20 years ago, there used to be a lot more rainfall, but now it has significantly reduced. Areas where there was no rain before are experiencing it, and where it used to rain, it no longer does. We need to be diligent in saving the environment.",@Beautyofnature_012,2023-12-16T02:09:38Z,2023,Positive
Tyrenosorous<br>Carnivores<br>40 feet❎<br>20 feet✔️,@friction1139,2023-12-15T17:44:03Z,2023,Neutral
What is the reliable source of its evidence? Or it&#39;s simply a product of presuppositions? 😅,@rahuldaimari2613,2023-12-15T14:17:18Z,2023,Neutral
l am thankful to all the good humans and other living beings for making this  to the<br>way.....💟👍👍👍👍 <br> Good video 👍👍,@Jasim___inc_India_,2023-12-14T19:47:33Z,2023,Positive
Eye opener for those who say that day of judgment will never come,@user-hk1os2lk5s,2023-12-14T18:28:15Z,2023,Neutral
"<a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=386"">6:26</a> My Name Dinosaur 😂",@dailyLife75,2023-12-13T07:55:07Z,2023,Neutral
Sir one request make video on how to make earth…please please,@Sandeep_insight,2023-12-12T22:33:29Z,2023,Neutral
"I murdered...you are forgiven. <br><br>26 Now it came to pass that they were taken and brought up before the judge, to be judged of the crime which they had done, according to the law which had been given by the people. <br><br>27 Now it came to pass that those judges had many friends and kindreds; and the remainder, yea, even almost all the lawyers and the high priests, did gather themselves together, and unite with the kindreds of those judges who were to be tried according to the law. <br><br>28 And they did enter into a covenant one with another, yea, even into that covenant which was given by them of old, which covenant was given and administered by the devil, to combine against all righteousness. <br><br>29 Therefore they did combine against the people of the Lord, and enter into a covenant to destroy them, and to deliver those who were guilty of murder from the grasp of justice, which was about to be administered according to the law. <br><br>30 And they did set at defiance the law and the rights of their country; and they did covenant one with another to destroy the governor, and to establish a king over the land, that the land should no more be at liberty but should be subject unto kings. <br><br>3 Nephi <a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=386"">6:26</a>-30 <br>The Book of Mormon",@SusanDianeHowell,2023-12-12T09:40:00Z,2023,Neutral
hum ma se majority 100 saal baad tak nahi ho gy,@aliamanbutt,2023-12-11T17:02:25Z,2023,Neutral
Love you dinosaur 😢😢❤,@sunitikanwar8433,2023-12-11T16:54:54Z,2023,Positive
"Good evening sir...i actually never watch channel on YouTube..but i watch many of ur videos with my kids...its very interesting and informative,👍",@gpknowledge9512,2023-12-11T16:49:47Z,2023,Positive
एक बार और आना चाहिए वभी जल्दी 😀😀😀,@EDprateek,2023-12-10T19:36:38Z,2023,Neutral
🎉,@alwj654,2023-12-10T09:14:24Z,2023,Neutral
Who noticed Thanos 😂😂,@Farhanansari67500,2023-12-10T04:25:56Z,2023,Neutral
अरे यार ध्रुव आदम और हव्वा रहे होंगे तुमने ध्यान से नही देखा। देखना तुम्हारे रिलीजन ऑफ पीस वाले नाराज हो जायेंगे।😂😂😂,@kingdahir696,2023-12-09T22:33:53Z,2023,Neutral
Hii sir very very nice video ❤❤❤❤,@BiplabibiswakalyanDas-jn4jh,2023-12-09T15:24:31Z,2023,Positive
Very informative video❤,@sanaurrehman540,2023-12-09T06:23:58Z,2023,Neutral
bahi  is polution ko rokne ke liye mai  kya karu  ek pradhan mantri bana dijiye bas fhir dekhana ap,@user-wi5ow2xg3d,2023-12-08T13:50:45Z,2023,Neutral
Best videos ever 😍🔥🔥👌,@Mrislamabadi176,2023-12-08T10:19:28Z,2023,Positive
1 million me hi khatam ho jayenge insaan ..  reason 0.3 million me ye haal h ..  abhi 0.7 million years bacha h,@jdtraveller,2023-12-07T16:39:37Z,2023,Neutral
This is mind blowing 😮,@gaurab1247,2023-12-07T16:25:32Z,2023,Neutral
Mind-blowing,@mdaadil1225,2023-12-07T16:16:24Z,2023,Neutral
BEFORE 1 MILLION YRS,@JAIESHXA,2023-12-07T10:07:15Z,2023,Neutral
50000 साल बहोत हैं,@dr.surajpopulwar4579,2023-12-07T07:44:40Z,2023,Neutral
I am Pakistani Well done but Allah knows better,@mahnoorasif2218,2023-12-06T12:56:33Z,2023,Positive
There is no way humans will survive more than dinosours....i think if we dont take serious steps to control global warming today we can hardly survive for more 1000 years.,@mausoof_ISM,2023-12-05T22:20:24Z,2023,Neutral
Archaeopteryx was the one I noticed more kdrama people will relate to it😂,@silly.y,2023-12-05T17:33:37Z,2023,Neutral
Namaste😮😮,@subodhajena7346,2023-12-05T16:50:11Z,2023,Neutral
Quetzalcoatlus bird maine bhot bar dechie hai speed 11-12 meters ki speed mai,@ishaankumar6189,2023-12-04T02:44:30Z,2023,Neutral
"Bhai dhruv, Uday hussein pe bhi ek video banao to maza aa jaye",@Guurur,2023-12-03T20:50:04Z,2023,Neutral
Yani pahela fossi usse pahele mila hoga badme jab use identified karne baad 1841 introduce kiya gaya hoga,@sanatan4458,2023-12-03T16:21:05Z,2023,Neutral
Actualt india me 1828 me dinosaurs ki reed ki haddi mili thi phir uske baad 1877 me confirm kiya ki vo ek dinosaur ke fossils hain,@sanatan4458,2023-12-03T16:18:24Z,2023,Neutral
"Personally, I think humans are better off extinct. All we do is take and take and destroy and destroy, without giving anything back or creating anything useful.",@ankoleekamazumder5035,2023-12-03T07:01:31Z,2023,Positive
Dinasaurs ke kankaal toh mil gaye lekin vo 10 sir wale RAVAN ka kankaal nahi mila 😂😂,@Vishal_Bhuradia,2023-12-02T15:40:14Z,2023,Neutral
That is well described Evolution. Thanks for the information. Keep it up.,@Arindam_Saha,2023-12-01T18:37:04Z,2023,Positive
Very knowledgeable video  .... loved it,@adilrauf270,2023-12-01T11:12:16Z,2023,Positive
👍👍👍,@skajjuvlogs9961,2023-12-01T10:12:14Z,2023,Neutral
we can&#39;t even stay 5% of their era,@user-mo7lq8qb6f,2023-12-01T07:05:16Z,2023,Neutral
No qayamat kareeb haii😢,@M2NEditzz,2023-11-29T13:13:57Z,2023,Neutral
Bhai main toh roj ja raha hun apne past main 😢,@PrasantakumarBag-qu9zu,2023-11-29T09:45:24Z,2023,Positive
Greatest educational video by dhruv ratheee ji,@Satyajeetdebnath,2023-11-29T07:28:42Z,2023,Positive
Dusro ki nahi lakin mai to 2100 saal se pahle extinct ho jaunga 😂😂😂,@yhdbdvdguwhebsv4335,2023-11-29T06:49:24Z,2023,Neutral
Tu kya uss samay tha...itna Gyan kaha se pelta hai..Thora kha pi le..lagta hai Teri Gori tujhe khilata Nehi hai..fokat mein Gyan aur subscriber ko ullu banake paisa kamana,@true100.,2023-11-29T04:08:48Z,2023,Neutral
I like this video more than any other your videos ❤❤❤,@PratikBais12,2023-11-28T16:32:45Z,2023,Neutral
100 million saal 😂😂😂😂😂 sab jhot hai,@sparrowjack147,2023-11-27T19:40:47Z,2023,Neutral
Sab fake hai khoi astriod na hi gira,@gauravbhujel52,2023-11-27T14:05:15Z,2023,Negative
Dinosaur king anime ke baare main video banao,@YouTubecaptain891,2023-11-27T02:05:48Z,2023,Positive
unbelievable ❤,@sapnokiduniya6767,2023-11-26T08:08:57Z,2023,Negative
Insaan Ane bale baqt ki musibat se nhi basega  insaan khudka mrityu khud hi bula rahe hai 😢 meri baat ki deep meaning hai,@vampire__________,2023-11-26T08:04:35Z,2023,Neutral
Plz Dr Mera hum lala moreh manipur,@KavatiSingh-xs9tf,2023-11-25T09:04:31Z,2023,Neutral
Moreh Mera town hai,@KavatiSingh-xs9tf,2023-11-25T09:02:36Z,2023,Neutral
Hum manipur Ka hai solve karo plz hum lala,@KavatiSingh-xs9tf,2023-11-25T09:01:27Z,2023,Neutral
We will extinct before 10 million years 😮,@kanakswami995,2023-11-25T08:54:11Z,2023,Negative
Dinosaur aaye kahan se,@jitahushanse,2023-11-25T02:27:28Z,2023,Neutral
thanku dhruv bhai for this special video....i got to know about gond community peoples and gondwana island,@aravsingh1234,2023-11-24T13:18:15Z,2023,Positive
"Though, we means humans tried their best to survive , there should be a end for everything. Here the point humans leave that to nature like dinosaurs or humans themselves distroy the earth and end the human beings. nature gives more more time for human being like dinosaurs but but it seems noe human beings are hurry to distroy ourselves before than that",@englishvinglishh5601,2023-11-24T06:34:02Z,2023,Positive
Wow,@jayeshthakur1166,2023-11-24T05:08:42Z,2023,Positive
I am class 11 humanities student shreya and really It&#39;s amazing video and always watch your video&#39;s on YouTube 🙏😊,@deepnarayan9013,2023-11-24T04:37:56Z,2023,Positive
obviously Allah know better than that of humans and he say in Quran that only he now that when the world destroyed all the scientist contributions are already described in the Quran before 1400 years ago,@umervictor-00321,2023-11-23T16:37:15Z,2023,Positive
this man deserve Golden awards ❤️😉💙🤝🏻,@onlysumann,2023-11-23T02:01:22Z,2023,Positive
Dinosaur ke bhi achhe din aake chla gya ...hamara nahi aaya😢😢,@tillotoones,2023-11-23T00:47:40Z,2023,Neutral
"Bechare dinasore ,insaano se ziyada yeh deserve karte the jeena , jeise ab kalyug chl rha ha",@Ayeshakaurheer,2023-11-22T23:17:42Z,2023,Neutral
Chube khute 😅,@danishshaikh6166,2023-11-22T17:56:16Z,2023,Neutral
Theries of evolution par b aise hi video bnaiye na plz,@anamshaikh6342,2023-11-21T19:30:14Z,2023,Neutral
thanks to hinduism which specified the importance of Guru (jupitor) planet,@pratikpowar5878,2023-11-21T19:13:10Z,2023,Positive
lekin adam toh phle aye the,@pratikpowar5878,2023-11-21T18:56:57Z,2023,Neutral
Great ❤,@laxmikushwah14,2023-11-21T15:29:24Z,2023,Positive
Poor dinosaurs had to go through alot for us 😢,@cheesescake,2023-11-21T05:26:35Z,2023,Negative
Yesahi raha toh insan 1 million nahi 0.5 million mehi khatam hojatega,@GAMMER0911,2023-11-21T03:43:03Z,2023,Neutral
Nice 👍🙂,@sohilparmar7521,2023-11-20T07:57:41Z,2023,Positive
If humans co-operate,@user-rm9zd8bi2u,2023-11-19T10:10:59Z,2023,Neutral
Itna to steven bhai ne bhi research nahi kia hoga ... Jurassic Park banate waqt,@sameerprimaswala3430,2023-11-19T05:12:42Z,2023,Neutral
"Bro hats off to you to make such a great educational videos on everything , I would like to make one more such a video of entropy <br>❤❤",@user-sh5kb3rh6g,2023-11-18T17:50:14Z,2023,Positive
We feel intelligent and different when we watch dhruv rathe,@miraksubba2521,2023-11-18T15:06:39Z,2023,Positive
Bhai aap bahut achha batate ho❤,@SIcppradeepyadav,2023-11-18T13:11:26Z,2023,Neutral
Salaar is dinosaurs<br><br>Did you watch teaser of salaar,@tmkocshorts7392,2023-11-18T04:07:36Z,2023,Neutral
Insaan ashraful makhlukat hai,@aftabsayyad5853,2023-11-17T20:13:04Z,2023,Neutral
2029 APOPHIS,@voiceoftheworld6087,2023-11-17T18:35:55Z,2023,Neutral
skinwalker  kaa. Video bana sakte hoo .... brother....ap kaa video mei har din dekta ho.all..bohot assa lagta hai .. thanks for evar,@user-mk8mr5bz9l,2023-11-17T16:16:41Z,2023,Neutral
Maja agaya bhai,@AA-oy9yk,2023-11-17T15:06:21Z,2023,Neutral
"But where were God, Allha, Jesus, bhagwan? <br>Observe kr rahe hai the kya. 😅<br>To show stories to human without telling stories kf dianasourse.",@RahulYadav-gf7nj,2023-11-17T14:13:32Z,2023,Neutral
Ye kaise pta lgate hai ki kon si chiz kitni purani hai,@relaxingyards1214,2023-11-17T13:37:00Z,2023,Neutral
At first u said 90kmph <br>Then u said maximum is 80kmph 😂,@emieshan1172,2023-11-17T13:23:23Z,2023,Positive
The way he explain has won my heart ..i just watch his videos ones and i always remember the things he tought us really amazing 🪄👌💥,@drawingwithmes,2023-11-17T13:05:43Z,2023,Neutral
Mai 1 lakh tree lagauga apni taraf se,@dailyknowledge681,2023-11-17T12:59:49Z,2023,Neutral
No andhbhakt and andhnamazi harmed in this video 😂. Ab ye log bolenge dinosaurs america ne banaye hai humare majhab aur dharm ke logo ko bhatkane. Uneducated hindu muslims.,@omkarbhosale228,2023-11-17T12:06:37Z,2023,Neutral
Fake Story,@themeasurement,2023-11-17T02:04:57Z,2023,Negative
"Answer of your last question is, <br><br> some thousand years later the solar system will collapse, 😢and humans will be surprised and disappointed badly 😞",@sheraz317,2023-11-16T18:22:15Z,2023,Neutral
Class 12 NCERT &quot;EVOLUTION&quot; Oneshot with &quot;FUN&quot; 😂💜,@taeaxsthetic.,2023-11-16T09:59:45Z,2023,Neutral
"<a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=955"">15:55</a> 😢 man they are true history of earth all time owner of planet earth 👑",@moditoppokhan5443,2023-11-16T08:01:38Z,2023,Neutral
Dhruv Rathee bhai aap apni ek video mein saare ke saare dinosaur ke upar ek video banaiye aur uss video mein saare dinosaur ke naam aur unki asli photo bhi,@dhruvasharma478,2023-11-15T18:41:34Z,2023,Neutral
Le muslims laughing in corner they know about qayamat,@muzamilahmed7737,2023-11-15T17:39:54Z,2023,Neutral
Ek din is gareeb ka bhi channel grow hoga 😢,@mdtvindia7,2023-11-15T15:37:42Z,2023,Neutral
Isme aag nikalne wala dinosaur bhi hai kya kya vo real bhi hai 😅😅😅,@VishnuSharma-dr2yi,2023-11-15T08:07:24Z,2023,Neutral
reptile kis angle se cute dikhta tha.,@sauravanand1714,2023-11-14T17:22:35Z,2023,Positive
Fuudu banda ik number da eh,@deepubnl,2023-11-14T16:17:56Z,2023,Neutral
I wonder how much poop had came out of their butt,@0banai_Igur0,2023-11-14T12:16:20Z,2023,Positive
"Human beings are the biggest treat  for the earth. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>Who else noticed Thanos.😅😅<br><a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=617"">10:17</a>",@GOATAryan999,2023-11-13T17:31:08Z,2023,Neutral
Agar kbhi wo asteroid kbhi takrata hi nhi  ✅✅✅🙏,@kartikaysharma1097,2023-11-13T15:46:50Z,2023,Neutral
Asteroid bade hue to us asteroid ke mukable,@AJbro-zn4if,2023-11-13T15:13:37Z,2023,Neutral
I love this man just only for his content ❤️❤️❤️❤️👍❤️❤️❤️❤️❤️,@hi...111,2023-11-13T13:50:11Z,2023,Positive
I just love to think about it ke etna bada explosion hone ke baad bhe earth ko kuch bhe nahi hua har cheez etne jyada balanced hai ke espar baar baar sawaal uthata hai dimaag ke acutally me real hai ya nhi....,@Adarshgour045,2023-11-13T08:10:09Z,2023,Positive
No one like u man ❤,@ikbalhussain9271,2023-11-13T04:31:07Z,2023,Neutral
Impossible,@captionamarica3806,2023-11-12T17:18:55Z,2023,Negative
Insan 10 millon years toh kya 5 million years bhi nahi exist kar payega gharti par😢😢😢,@ItsKrishnaDevotee,2023-11-12T05:49:38Z,2023,Neutral
Yes human can finish,@Nishchalgamingataimon-rf7wx,2023-11-12T02:06:20Z,2023,Neutral
Greate educational video druv rathe,@sanketjaiwal6181,2023-11-11T17:30:28Z,2023,Positive
Of course ab ka time main asa hi lagta hai ka ana wala kuch salon main dunya hi katam ho gay gi pir na to dunya ho ki or na yahan par koi life 😔😔,@Levicer_offical,2023-11-11T10:09:51Z,2023,Positive
Thanos ki snap ki vajah se dinosaur gayab ho gaye 😂😂,@sumittilekar0045,2023-11-11T09:43:47Z,2023,Neutral
Nothing is parmanant,@hitesh8818,2023-11-11T09:33:59Z,2023,Neutral
Quran mentioned it 14k years ago.......,@reju1iliasi22,2023-11-11T08:13:26Z,2023,Neutral
